,score1,score2
388,57.182728,0.9468639
389,48.276245,0.9395914
390,49.654266,0.89096844
391,57.599808,0.9130505
392,36.64737,0.7847186
393,58.205643,0.90640235
394,44.334805,0.7384645
395,62.758965,0.8699605
396,72.775505,1.0
397,46.457638,0.8782744
398,44.219994,0.866283
399,53.924847,0.92740893
400,60.66735,1.0
401,48.704395,0.9739663
402,67.5741,1.0
403,61.427864,0.9380247
404,75.598434,1.0
405,58.543037,0.88065684
406,61.815964,0.95379174
407,68.86229,1.0
408,65.58534,0.91556203
409,48.64408,0.9523133
410,44.269493,0.9331544
411,62.016617,0.89069253
412,42.942703,0.9020058
413,46.386932,0.94938654
414,42.600845,0.9554891
415,49.075344,0.8682276
416,66.71149,0.9614237
417,63.569355,0.9397686
418,65.567184,1.0
419,69.98685,0.94937956
420,57.569057,0.87410676
421,58.14434,0.8835309
422,54.111023,0.91886157
423,63.42711,1.0
424,70.30165,1.0
425,67.0495,1.0
426,54.962948,1.0
427,52.901543,0.8807787
428,63.441753,0.9268591
429,48.212967,0.85603714
430,65.21058,0.9744971
431,50.02096,0.8571891
432,65.070435,1.0
433,41.12131,0.83656615
434,66.55476,1.0
435,53.196247,0.9520292
436,58.8148,0.97779703
437,64.498245,0.93135536
438,45.54202,0.8127729
439,50.51855,0.89390415
440,54.2765,0.8964059
441,50.8847,0.80159247
442,49.36885,1.0
443,51.742912,0.90094036
444,53.231464,1.0
445,67.685814,1.0
446,78.52691,1.0
447,70.45902,1.0
448,61.86752,0.9275581
449,48.96516,0.9573381
450,49.794514,0.8442649
451,65.923676,1.0
452,64.404915,1.0
453,60.30714,0.9320236
454,66.950035,0.9232505
455,71.53907,1.0
456,59.66998,0.911888
457,71.85371,1.0
458,73.929146,1.0
459,63.33448,1.0
460,73.99907,1.0
461,72.4047,1.0
462,47.02286,0.8364625
463,69.90723,1.0
464,51.357372,0.9042742
465,70.25587,1.0
466,71.759155,1.0
467,76.677986,1.0
468,64.21904,1.0
469,68.09866,1.0
470,68.035164,1.0
471,67.825264,1.0
472,60.538666,0.9582806
473,49.171803,0.90722
474,52.69757,0.93176675
475,57.378757,0.84349287
476,62.441246,1.0
477,64.86818,1.0
478,51.37296,0.9520184
479,63.019848,0.96972036
480,69.35067,1.0
481,60.98274,0.94731426
482,52.703316,1.0
483,68.660736,1.0
484,75.42046,1.0
485,70.4811,1.0
486,72.609665,1.0
487,69.20832,1.0
488,72.51864,1.0
489,65.63673,1.0
490,72.07711,1.0
491,75.0261,1.0
492,70.71361,1.0
493,69.567314,0.9670485
494,61.255615,0.9687088
495,71.88744,1.0
496,61.875923,1.0
497,28.154589,0.8739178
498,28.280073,0.8219556
499,34.703884,0.7846211
500,28.659916,0.7356108
501,31.82481,0.74554026
502,34.563927,0.8384544
503,41.89969,0.8153191
504,42.77388,0.9020261
505,29.756025,0.87022483
506,34.23266,0.8421236
507,27.74953,0.79056114
508,34.31202,0.828273
509,41.444,0.91969705
510,29.023954,0.73987746
511,36.76199,0.96200585
512,26.983755,0.77050585
513,45.86446,0.8654133
514,25.133387,0.6846339
515,35.357018,0.83434093
516,38.510704,0.9346811
517,31.748917,0.83640796
518,21.613565,0.76927835
519,33.660397,0.90463847
520,40.27163,0.9398658
521,42.09689,0.9327296
522,40.7487,0.9151955
523,25.501287,0.8988173
524,27.848776,0.81174934
525,33.78927,0.8672992
526,35.936687,0.90267396
527,36.24344,0.9354616
528,31.990189,0.8436207
529,27.261286,0.8496926
530,26.473125,0.7989205
531,34.125877,0.8904605
532,36.13497,0.8020619
533,31.154821,0.7759578
534,35.7275,0.83190566
535,21.123335,0.7064053
536,22.642332,0.7381909
537,33.446587,0.86461353
538,23.53228,0.7066812
539,32.92979,0.8263361
540,26.761946,0.7356912
541,38.274757,0.8885343
542,38.857094,0.8732121
543,28.581678,0.8600018
544,45.162243,0.8946417
545,37.0104,0.9491249
546,26.313387,0.8308907
547,36.471115,0.94561166
548,47.181137,0.9776153
549,41.842136,0.8657438
550,34.9686,0.95731467
551,37.00909,0.88460726
552,37.49975,0.8871881
553,37.495903,0.9286423
554,39.0927,0.9522252
555,40.87222,0.93011504
556,42.176624,0.8963907
557,27.306515,0.7721123
558,36.042847,0.87821615
559,30.573376,0.85328406
560,57.6996,0.97034675
561,39.86427,0.8507041
562,33.05941,0.8362679
563,46.54468,0.9468906
564,34.29567,0.9123825
565,41.335724,0.9600587
566,38.10433,0.90467227
567,36.727924,0.9616333
568,20.367325,0.7718366
569,25.83984,0.80316806
570,25.771402,0.76011384
571,27.121662,0.86500806
572,35.4792,0.91550475
573,34.11585,0.89157355
574,34.82486,0.8478007
575,37.421295,0.8705026
576,25.379957,0.74851567
577,27.754223,0.85394984
578,25.682184,0.7592811
579,28.679565,0.75439215
580,26.44289,0.83262706
581,20.74385,0.70880955
582,24.209026,0.78331274
583,23.699808,0.74789
584,23.569754,0.7751298
585,32.66194,0.8806086
586,32.863434,0.8964151
587,33.644913,0.9036328
588,35.72929,0.8961055
589,36.788094,0.8556083
590,29.863808,0.8493684
591,29.713612,0.8394906
592,40.80707,0.8624674
593,34.657158,0.87079525
594,26.375593,0.78747714
595,41.631947,0.92954785
596,34.5997,0.7964592
597,33.810413,0.8941095
598,36.683254,0.90087926
599,39.234447,0.93712056
600,29.35868,0.8469554
601,41.625862,0.9093574
602,38.66939,0.9213612
603,40.64587,0.8926669
604,32.2029,0.8632746
605,30.63663,0.8052484
606,38.074806,0.8648347
607,32.812405,0.88190866
608,33.844284,0.8807663
609,45.549744,0.94406885
610,27.287228,0.8224128
611,37.597263,0.91818815
612,28.21447,0.8528347
613,38.205887,0.8352728
614,28.842333,0.84097415
615,28.583876,0.70573497
616,36.371735,0.8552608
617,30.189518,0.8999519
618,40.45452,0.91332126
619,36.34103,0.9234664
620,35.49152,0.7898551
621,35.558517,0.8022885
622,33.0372,0.86895436
623,35.583454,0.7857637
624,31.662125,0.8569031
625,30.181255,0.8849487
626,38.349377,0.9270555
627,29.057804,0.85668504
628,48.362553,0.9336845
629,43.877007,0.8783904
630,35.876976,0.9088618
631,25.646658,0.8456072
632,33.295116,0.8738751
633,22.676363,0.8199504
634,30.884907,0.7966662
635,28.033585,0.77207845
636,41.717464,0.91658515
637,40.126167,0.9161474
638,40.430046,0.82734257
639,44.772774,0.90986484
640,38.176075,0.9015906
641,42.157906,0.80009997
642,41.926,0.91770107
643,41.555996,0.8324856
644,40.76746,0.9121996
645,48.16315,0.8504856
646,47.76536,0.8755855
647,46.332584,0.88058907
648,47.202206,0.9397848
649,42.394775,0.837086
650,38.688244,0.86609274
651,37.195736,0.9288175
652,25.670816,0.8963487
653,36.611652,0.8064782
654,39.85913,0.8721419
655,30.617449,0.7721816
656,46.314526,0.8544168
657,53.70973,0.9317233
658,41.13057,0.9277801
659,42.445297,0.9074606
660,35.232334,0.91446483
661,42.107822,0.87821627
662,44.67999,0.89562297
663,50.88856,0.98112375
664,38.334084,0.8103097
665,40.40536,0.9159241
666,39.239132,0.87974656
667,32.761303,0.87230456
668,47.596714,0.8257047
669,40.580757,0.8753535
670,38.078888,0.9307316
671,40.2695,0.7952386
672,45.1958,0.9241779
673,32.794846,0.8729106
674,21.841753,0.7795147
675,30.51892,0.8502798
676,29.54399,0.85638404
677,45.789703,0.890696
678,37.360363,0.94169194
679,52.31753,0.9649977
680,51.30605,0.88752896
681,45.500107,0.91583574
682,31.258408,0.8586037
683,41.58438,0.88065326
684,60.85661,0.93494725
685,26.715725,0.76555693
686,56.68044,0.8783313
687,47.11727,0.9170502
688,45.372597,0.90889543
689,45.80835,0.94732714
690,21.572718,0.7914407
691,37.30862,0.8239276
692,40.73608,0.8964065
693,35.171917,0.92259955
694,35.459103,0.8254961
695,37.981167,0.9083232
696,57.66971,0.8936295
697,48.320633,0.92470235
698,56.910667,0.9335224
699,46.34972,0.90690416
700,57.169476,0.9284704
701,43.990055,0.9257127
702,37.19958,0.8958752
703,61.51975,0.9335686
704,33.849606,0.88415986
705,36.76666,0.86459345
706,40.176193,0.94636756
707,49.35769,0.9285944
708,57.11375,0.8889553
709,58.114807,0.92980105
710,47.91085,0.91604835
711,27.701588,0.8610243
712,49.49567,0.9291033
713,33.619827,0.8527793
714,41.019253,0.92871577
715,37.2899,0.8328241
716,38.61711,0.8792728
717,44.187965,0.9483233
718,41.319534,0.8600273
719,39.180153,0.8611446
720,38.884674,0.9274926
721,36.293575,0.9279052
722,47.35255,0.8927512
723,44.637123,0.8786869
724,59.11469,0.92933756
725,42.929462,0.83849955
726,44.72101,0.8673927
727,42.618492,0.90576047
728,44.843704,0.9438304
729,50.030388,0.9076002
730,35.154636,0.9270163
731,43.217728,0.89965534
732,38.83411,0.8674766
733,39.705128,0.8613666
734,43.476727,0.95749
735,44.64744,0.94369376
736,50.090298,0.9208319
737,46.423084,0.91475105
738,49.327213,0.9392901
739,56.639507,0.97012293
740,59.607735,0.92248356
741,46.277187,0.9230393
742,31.510555,0.7953619
743,47.14896,0.85111445
744,29.454247,0.8039777
745,42.718704,0.86412907
746,35.707302,0.889412
747,33.326515,0.8329838
748,54.11848,0.9405279
749,46.855614,0.8944039
750,49.671314,0.8969258
751,46.476845,0.96371347
752,51.97488,0.96989423
753,58.46896,0.976787
754,48.559326,0.88125104
755,49.729847,0.9617762
756,53.760532,0.9778418
757,55.22907,0.9803765
758,57.518353,0.94608694
759,41.042778,0.891814
760,36.82356,0.9178142
761,43.680725,0.9414477
762,47.912033,0.9599673
763,43.699387,0.8605242
764,49.081253,0.94503087
765,34.10241,0.85911834
766,40.31731,0.9212369
767,39.023518,0.8408837
768,40.710785,0.88958293
769,40.479538,0.93792963
770,56.8259,0.95549273
771,46.6377,0.94743955
772,41.106197,0.8638579
773,41.4603,0.8793327
774,33.672104,0.84504527
775,49.938328,0.9046998
776,42.122368,0.9212444
777,58.902275,0.92816526
778,43.22501,0.9317313
779,38.239357,0.9106747
780,58.006733,0.9405994
781,56.64295,0.93615055
782,43.04553,0.93727493
783,64.88295,0.8932013
784,46.666927,0.93325275
785,50.058468,0.92826974
786,42.473743,0.9390469
787,46.792667,0.909816
788,45.742832,0.9460385
789,59.369534,0.94645834
790,52.259506,0.91760254
791,40.556606,0.86854815
792,40.908867,0.89061254
793,52.57721,0.9239791
794,42.213478,0.941956
795,47.538445,0.91800565
796,37.016247,0.8786695
797,46.11852,0.86660624
798,40.710567,0.92120236
799,49.981773,0.8594406
800,67.146484,0.9439299
801,66.719635,0.92019904
802,50.686043,0.78335696
803,50.617058,0.95136714
804,54.64421,0.9062729
805,43.24204,0.9551354
806,39.665737,0.87552255
807,48.673626,0.8943994
808,60.82583,0.844605
809,49.504734,0.90438443
810,38.7148,0.7994383
811,50.89065,0.93286085
812,32.663963,0.8457906
813,24.777327,0.866026
814,40.49802,0.8364202
815,43.93929,0.8290811
816,38.091755,0.9570736
817,41.270077,0.84772027
818,42.3682,0.87527037
819,43.73301,0.8969612
820,42.19579,0.94814396
821,36.146893,0.93344593
822,37.00195,0.9091144
823,39.31816,0.90567744
824,34.889412,0.86395496
825,56.784122,0.8831174
826,43.551846,0.7703181
827,49.715076,0.920282
828,45.083958,0.87175435
829,46.56731,0.8805198
830,32.066948,0.8771841
831,39.240307,0.8187737
832,54.67542,0.92008185
833,55.482124,0.91770315
834,49.608467,0.7692465
835,56.758953,0.9511394
836,41.858368,0.92336243
837,53.201313,0.9560011
838,59.725765,0.9751577
839,57.812916,0.8722477
840,58.23568,0.93643
841,47.76406,0.931108
842,32.526173,0.832775
843,56.39118,0.9152207
844,52.506493,0.9032712
845,48.12944,0.95435286
846,51.190987,0.96239394
847,34.958714,0.90163994
848,58.949875,0.97568095
849,37.256023,0.8641873
850,48.76967,0.837001
851,60.363987,0.86188656
852,46.525295,0.9022035
853,48.975006,0.92991626
854,52.816334,0.89295757
855,47.66906,0.9448043
856,39.238777,0.9375532
857,47.903633,0.98646516
858,41.68629,0.8806799
859,51.226276,0.91454107
860,48.114716,0.91455215
861,59.97916,0.92490584
862,51.66559,0.901988
863,47.499695,0.91552454
864,36.914753,0.8773254
865,39.58147,0.8957727
866,32.89895,0.78348374
867,43.599354,0.9000139
868,34.88666,0.8333139
869,46.294765,0.9389489
870,49.877815,0.89678866
871,54.0787,0.8994349
872,46.358715,0.9404973
873,47.301155,0.9082341
874,39.51725,0.89771914
875,28.948235,0.90605927
876,47.551834,0.9042875
877,53.923084,0.951939
878,40.964085,0.92182094
879,50.150066,0.95468813
880,65.7787,0.9518223
881,65.130684,0.8169404
882,51.909824,0.9015271
883,40.992443,0.9061098
884,46.12976,0.8905523
885,58.439186,0.89639866
886,42.59151,0.90665674
887,63.66304,0.91093373
888,56.22237,0.9693221
889,48.62302,0.8945365
890,39.70832,0.96006763
891,59.601887,0.9679026
892,62.20579,0.9175738
893,51.93549,0.9410424
894,41.990555,0.81723845
895,47.512955,0.94688517
896,38.603283,0.86872405
897,49.967484,0.9138483
898,39.314888,0.9256684
899,58.008427,0.96698755
900,51.35879,0.896506
901,57.456535,0.91262215
902,63.657127,0.89274484
903,64.30834,0.8215718
904,43.84734,0.94491774
905,59.91918,0.88534254
906,37.826576,0.7756639
907,49.10976,0.9132832
908,46.566578,0.9177332
909,55.838158,0.9188163
910,54.600082,0.87793577
911,51.55844,0.92330754
912,49.040787,0.8892274
913,36.335346,0.8792061
914,49.88871,0.92825484
915,42.414753,0.7590876
916,33.07211,0.84355223
917,46.0354,0.88832533
918,48.683025,0.87065434
919,41.813114,0.8828546
920,41.76729,0.88116235
921,45.11204,0.9520167
922,39.99154,0.9303183
923,38.252605,0.8980845
924,42.071293,0.873858
925,55.95492,0.9089432
926,43.042454,0.9182826
927,38.61318,0.8642419
928,34.12507,0.9068761
929,27.682503,0.89249825
930,40.642433,0.9350934
931,35.18646,0.91210806
932,27.698156,0.8701014
933,32.105743,0.82036775
934,40.1306,0.910472
935,41.882496,0.937495
936,35.99104,0.8551747
937,30.013206,0.8741637
938,53.846886,0.9226121
939,38.760086,0.9017442
940,54.48898,0.89796126
941,42.513863,0.8119073
942,40.90835,0.90888935
943,34.1558,0.8719854
944,29.700531,0.82547283
945,55.499954,0.9032634
946,56.24443,0.88526565
947,38.574554,0.82900316
948,44.869087,0.9303174
949,44.36072,0.87635237
950,49.859398,0.9323637
951,40.506844,0.91777456
952,37.7449,0.85881877
953,39.95418,0.9292702
954,43.740395,0.89929855
955,32.126785,0.87703073
956,51.981148,0.89993066
957,43.46989,0.8917855
958,51.96003,0.94142437
959,36.17082,0.9598148
960,42.94505,0.913199
961,34.746517,0.86858255
962,55.401485,0.93465066
963,32.71043,0.8757034
964,49.699417,0.9277389
965,35.01342,0.8381409
966,46.877182,0.92104375
967,60.476902,0.9122154
968,43.39304,0.89482284
969,44.80969,0.91698104
970,54.778492,0.9336661
971,38.733215,0.8924069
972,39.868908,0.7815692
973,52.886425,0.93729085
974,52.58978,0.8670791
975,38.39338,0.9169028
976,55.568054,0.9412859
977,57.84194,0.9069558
978,55.427372,0.8749634
979,34.914265,0.844743
980,47.524952,0.90332913
981,45.91858,0.91509956
982,42.809,0.92527974
983,31.274837,0.8321681
984,40.24691,0.9010826
985,47.06079,0.9371166
986,40.54065,0.94126785
987,56.97349,0.87916726
988,40.30535,0.8653759
989,43.27395,0.9271278
990,29.77187,0.8169462
991,54.309517,0.8702567
992,31.129955,0.7838484
993,43.724354,0.906332
994,32.58006,0.9142387
995,35.532696,0.9102951
996,42.678017,0.93499345
997,49.084656,0.84138393
998,35.056812,0.8093187
999,43.563034,0.9190509
1000,39.878517,0.89505994
1001,43.4606,0.8891078
1002,33.99797,0.83041304
1003,37.720753,0.9378357
1004,47.270344,0.89114857
1005,56.634216,0.91025317
1006,35.6401,0.8188414
1007,39.42606,0.92097235
1008,43.234898,0.93056554
1009,51.88011,0.9420937
1010,36.716824,0.89871067
1011,35.16893,0.8027668
1012,45.180965,0.86557955
1013,41.153877,0.8241266
1014,41.342983,0.8442282
1015,37.02449,0.84540844
1016,32.22462,0.75363666
1017,37.937416,0.83739746
1018,35.98634,0.8603818
1019,29.4568,0.9005579
1020,34.625553,0.84501886
1021,33.761604,0.8429216
1022,28.196484,0.8624595
1023,24.476866,0.8126862
1024,29.23181,0.8557526
1025,37.54906,0.84203076
1026,36.733818,0.8383161
1027,27.898031,0.80691236
1028,28.981792,0.8366038
1029,40.6094,0.8829442
1030,30.71652,0.79259044
1031,39.424526,0.923385
1032,42.85613,0.91808337
1033,45.62117,0.8561293
1034,49.530674,0.8638952
